0.324876 	0.811312 	0.05 	0.701931 	0.3604 	7.22638e-20
0.321193 	0.817347 	0.05 	0.70316 	0.359349 	4.01828e-20
0.317509 	0.823383 	0.05 	0.704377 	0.358303 	1.42491e-20
0.313825 	0.829418 	0.05 	0.705533 	0.357289 	1.76496e-20
0.310141 	0.835453 	0.05 	0.706679 	0.356274 	1.86312e-20
0.306457 	0.841488 	0.05 	0.707845 	0.355251 	1.46114e-21
0.302773 	0.847523 	0.05 	0.709001 	0.354253 	0
0.299089 	0.853559 	0.05 	0.710156 	0.353255 	0
0.295405 	0.859594 	0.05 	0.711279 	0.352273 	0
0.291721 	0.865629 	0.05 	0.71236 	0.351313 	0
0.288037 	0.871664 	0.05 	0.713571 	0.350322 	-2.02824e-20
0.284354 	0.877699 	0.05 	0.714746 	0.34935 	-5.65539e-20
0.28067 	0.883735 	0.05 	0.715888 	0.348397 	-1.07055e-19
0.276986 	0.88977 	0.05 	0.71703 	0.347444 	-1.57557e-19
0.273302 	0.895805 	0.05 	0.718167 	0.346514 	-1.38961e-19
0.269618 	0.90184 	0.05 	0.719305 	0.345583 	-6.9537e-20
0.265934 	0.907875 	0.05 	0.720443 	0.344652 	-1.1256e-22
0.26225 	0.913911 	0.05 	0.721535 	0.343745 	1.56177e-20
0.258566 	0.919946 	0.05 	0.7226 	0.342851 	9.30229e-22
0.254882 	0.925981 	0.05 	0.723789 	0.341933 	0
0.251198 	0.932016 	0.05 	0.72494 	0.341038 	0
0.247514 	0.938051 	0.05 	0.726067 	0.340156 	0
0.243831 	0.944087 	0.05 	0.727191 	0.339276 	-7.95613e-22
0.240147 	0.950122 	0.05 	0.728294 	0.338421 	-1.83202e-20
0.236463 	0.956157 	0.05 	0.729419 	0.337562 	-2.16287e-20
0.232779 	0.962192 	0.05 	0.730534 	0.336701 	-1.97949e-20
